,prefecture,city,town,category,rank,url,name,date,reviewCount,uberScore,uberCategoryCount,bizTimeLength,menuCount,menuDescriptionRate,menuDescriptionAve,menuPhotoRate,menuPriceAve
295,東京都,千代田区,猿楽町,最も人気の料理,296.0,https://www.ubereats.com/jp/store/%E3%82%A6%E3%82%A3%E3%82%A6%E3%82%A1%E3%83%BC%E3%83%81%E3%82%A7-%E6%81%B5%E6%AF%94%E5%AF%BF-vivace-ebisu/g1c58cWfS1mf7FG1TPBt7A,ヴィヴァーチェ 恵比寿 VIVACE EBISU,2021/7/29,122.0,4.8,2.0,12:00-23:00,18.0,0.08078671,56.0,29.0,1625.0
296,東京都,千代田区,猿楽町,最も人気の料理,297.0,https://www.ubereats.com/jp/store/%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%AF-%E6%B8%8B%E8%B0%B7%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E8%A1%97%E5%BA%97-burger-king-shibuya-center-gai/c3ry4xRdSJi8JruuWmq8_Q,バーガーキング 渋谷センター街店 Burger King SHIBUYA CENTER GAI,2021/7/29,22.0,4.4,5.0,12:00-15:00,11.0,0.565795659,6.0,29.0,1909.0
297,東京都,千代田区,猿楽町,最も人気の料理,298.0,https://www.ubereats.com/jp/store/%E4%BF%BA%E6%B5%81%E5%A1%A9%E3%82%89%E3%83%BC%E3%82%81%E3%82%93-%E6%B8%8B%E8%B0%B7%E4%B8%89%E4%B8%81%E7%9B%AE%E5%BA%97-oreryu-shio-ramen-shibuya-sancho-me-ten/fm7WqHlLQUq4xzSe0eohyQ,俺流塩らーめん 渋谷三丁目店 Oreryu Shio Ramen Shibuya sancho-me ten,2021/7/29,104.0,4.6,5.0,11:00-20:00,11.0,0.394781073,23.0,23.0,1877.0
298,東京都,千代田区,猿楽町,最も人気の料理,299.0,https://www.ubereats.com/jp/store/%E6%9F%BF%E5%AE%B6%E9%AE%A8-%E8%A5%BF%E9%BA%BB%E5%B8%83%E5%BA%97-kakiyazushi-nishiazabu/K4p0tu67QRaPaJ7iR8O7WA,柿家鮨 西麻布店 Kakiyazushi Nishiazabu,2021/7/29,23.0,4.5,3.0,12:00-23:00,14.0,0.811392837,3.0,12.0,1919.0
299,東京都,千代田区,猿楽町,最も人気の料理,300.0,https://www.ubereats.com/jp/store/%E3%83%8F%E3%83%AF%E3%82%A4%E7%99%BA!%E3%83%95%E3%82%A9%E3%83%BC%26%E3%83%86%E3%82%A3%E3%83%83%E3%83%95%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB%E3%83%8F%E3%82%A4%E3%83%B3%E3%83%9F%E3%83%BC-the-pig-%26-the-lady/XFemSunPTmSxPv2MCi8SoA,【ハワイ発！】フォー＆ディップスタイルバインミー THE PIG & THE LADY,2021/7/29,188.0,4.0,2.0,12:00-15:00,15.0,0.954049593,20.0,18.0,1223.0
300,東京都,千代田区,猿楽町,最も人気の料理,301.0,https://www.ubereats.com/jp/store/%E6%9D%BE%E5%B1%8B-%E5%85%AD%E6%9C%AC%E6%9C%A84%E4%B8%81%E7%9B%AE%E5%BA%97-matsuya-roppongi-4choume/N8VJkPuYRJOtLeba_etHpg,松屋 六本木４丁目店 Matsuya Roppongi 4choume,2021/7/29,120.0,4.7,5.0,11:00-20:00,28.0,0.189427515,87.0,7.0,1248.0
301,東京都,千代田区,猿楽町,最も人気の料理,302.0,https://www.ubereats.com/jp/store/%E7%99%BA%E9%85%B5%E8%96%AC%E8%86%B3%E9%A3%9F%E5%A0%82-%E9%A2%A8%E8%8A%B1-natsural-healthy-foodbar-fuca/myTgWPOkQFaEVMdFjARa0Q,発酵薬膳食堂 風花 Natsural Healthy Foodbar fuca,2021/7/29,70.0,4.8,5.0,12:00-23:00,2.0,0.294806212,69.0,5.0,1266.0
302,東京都,千代田区,猿楽町,最も人気の料理,303.0,https://www.ubereats.com/jp/store/%E6%B8%8B%E8%B0%B7%E7%99%BA!%E9%A7%85%E3%83%8A%E3%82%AB%E3%81%AE%E3%82%B7%E3%83%A5%E3%83%BC%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0%E5%B1%8B%E3%81%95%E3%82%93-puffz/FzTWYBQeSuqY-qulqgnxuA,【渋谷発！】駅ナカのシュークリーム屋さん PUFFZ,2021/7/29,92.0,4.4,3.0,12:00-15:00,19.0,0.693320546,100.0,29.0,1511.0
303,東京都,千代田区,猿楽町,最も人気の料理,304.0,https://www.ubereats.com/jp/store/%E3%83%88%E3%83%A9%E3%83%83%E3%83%88%E3%83%AA%E3%82%A2-%E3%82%BF%E3%83%B3%E3%82%BF%E3%83%9B%E3%83%83%E3%82%AB-trattoria-tantabocca/lWXEGUeeQk6tRyXVJSzc3g,トラットリア タンタボッカ Trattoria TantaBocca,2021/7/29,37.0,4.6,2.0,11:00-20:00,23.0,0.431681298,52.0,28.0,1525.0
304,東京都,千代田区,猿楽町,最も人気の料理,305.0,https://www.ubereats.com/jp/store/%E5%A4%A7%E9%98%AA%E7%8E%8B%E5%B0%86-%E6%B8%8B%E8%B0%B7%E6%9D%B1%E5%BA%97-osaka-oshou-shibuya-higashi/rHM53waET4OsowUJPeAscQ,大阪王将 渋谷東店 Osaka Oshou Shibuya-higashi,2021/7/29,63.0,4.5,2.0,12:00-23:00,24.0,0.109482828,44.0,5.0,1287.0
305,東京都,千代田区,猿楽町,最も人気の料理,306.0,https://www.ubereats.com/jp/store/%E3%82%AA%E3%83%BC%E3%83%92%E3%82%AB-%E3%83%A2%E3%83%83%E3%83%84%E3%82%A1%E3%83%AC%E3%83%A9%E3%83%8F%E3%83%BC-%E6%9D%B1%E4%BA%AC%E3%83%9F%E3%83%83%E3%83%88%E3%82%BF%E3%82%A6%E3%83%B3%E5%BA%97-obica-mozzarella-bar-tokyo-midtown/_WLiN2oFRbSh-YUEKTkt1A,オービカ モッツァレラバー 東京ミッドタウン店 OBICA MOZZARELLA BAR TOKYO MIDTOWN,2021/7/29,114.0,4.0,5.0,12:00-15:00,30.0,0.242177629,41.0,22.0,1466.0
306,東京都,千代田区,猿楽町,最も人気の料理,307.0,https://www.ubereats.com/jp/store/%E9%9F%93%E5%9B%BD%E6%96%99%E7%90%86-%E7%89%B9%E9%81%B8%E3%81%8A%E5%BC%81%E5%BD%93%E3%81%A8%E9%9F%93%E5%9B%BD%E3%83%81%E3%82%AD%E3%83%B3-pallet46-%E6%81%B5%E6%AF%94%E5%AF%BF%E5%BA%97/QqRjraOEQDule7lmfgGY6Q,韓国料理 特選お弁当と韓国チキン PALLET46 恵比寿店,2021/7/29,123.0,4.7,1.0,11:00-20:00,13.0,0.41505938,99.0,16.0,1858.0
307,東京都,千代田区,猿楽町,最も人気の料理,308.0,https://www.ubereats.com/jp/store/%E6%A8%AA%E6%B5%9C%E5%AE%B6%E7%B3%BB%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3-%E7%94%BA%E7%94%B0%E5%95%86%E5%BA%97-%E6%B8%8B%E8%B0%B7%E5%BA%97-pork-bone-soup-ramen-machida-shoten-shibuya/1Acra7NnSw-gEfXZY2wY_A,横浜家系ラーメン 町田商店 渋谷店 Pork bone soup ramen Machida Shoten Shibuya,2021/7/29,31.0,4.8,3.0,12:00-23:00,12.0,0.936905004,3.0,21.0,1357.0
308,東京都,千代田区,猿楽町,最も人気の料理,309.0,https://www.ubereats.com/jp/store/%E3%83%81%E3%82%AD%E3%83%B3%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88-%E6%B8%8B%E8%B0%B7-chicken-street-shibuya/aYiRAL7rSjS3nq0gAkAVWw,チキンストリート 渋谷 Chicken Street Shibuya,2021/7/29,174.0,4.4,3.0,12:00-15:00,16.0,0.49931349,92.0,27.0,1220.0
309,東京都,千代田区,猿楽町,最も人気の料理,310.0,https://www.ubereats.com/jp/store/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%83%E3%82%AD%E3%83%BC%E3%83%95%E3%83%A9%E3%82%A4%E3%83%88%E3%83%81%E3%82%AD%E3%83%B3-%E5%BA%83%E5%B0%BE-kentucky-fried-chicken-hiroo/67Q2ILjrS-q2QjXEUKRQqA,ケンタッキーフライドチキン 広尾 Kentucky Fried Chicken HIROO,2021/7/29,199.0,4.6,1.0,11:00-20:00,14.0,0.831970556,25.0,16.0,1189.0
310,東京都,千代田区,猿楽町,最も人気の料理,311.0,https://www.ubereats.com/jp/store/%E5%A4%A7%E9%98%AA%E7%8E%8B%E5%B0%86-%E8%A5%BF%E4%BA%94%E5%8F%8D%E7%94%B0%E5%BA%97-osaka-oshou-nishigotanda/2XVUImxgRtmU85wfLpvMYw,大阪王将 西五反田店 Osaka Oshou Nishigotanda,2021/7/29,14.0,4.5,2.0,12:00-23:00,9.0,0.017582829,49.0,21.0,1901.0
311,東京都,千代田区,猿楽町,最も人気の料理,312.0,https://www.ubereats.com/jp/store/%E3%83%9B%E3%82%B1%E3%82%B9%E3%83%95%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A5%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%83%E3%83%88/hcjdzx2-R9qsG9-lp6WJ7w,ポケズフィッシュマーケット,2021/7/29,180.0,4.0,4.0,12:00-15:00,8.0,0.319586845,98.0,5.0,1391.0
312,東京都,千代田区,猿楽町,最も人気の料理,313.0,https://www.ubereats.com/jp/store/%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9-coco%E5%A3%B1%E7%95%AA%E5%B1%8B-%E6%9D%B1%E6%80%A5%E7%A5%90%E5%A4%A9%E5%AF%BA%E9%A7%85%E5%89%8D%E5%BA%97-curry-house-coco-ichibanya-tokyu-yutenji-station/EUTu7FEITqWgE5YMnIpYWQ,カレーハウス CoCo壱番屋 東急祐天寺駅前店 Curry House CoCo Ichibanya Tokyu Yutenji Station,2021/7/29,83.0,4.7,4.0,11:00-20:00,6.0,0.627706468,75.0,14.0,1733.0
313,東京都,千代田区,猿楽町,最も人気の料理,314.0,https://www.ubereats.com/jp/store/%E3%82%AB%E3%83%AC%E3%83%BC%E3%81%AE%E5%BA%97%E3%83%BB%E5%85%AB%E6%9C%88/jG_06CwnSNSQd0IVexBDpg,カレーの店・八月,2021/7/29,19.0,4.8,5.0,12:00-23:00,2.0,0.12882027,24.0,13.0,1942.0
314,東京都,千代田区,猿楽町,最も人気の料理,315.0,https://www.ubereats.com/jp/store/%E3%82%BD%E3%83%8A%E3%83%A0-%E4%B8%AD%E7%9B%AE%E9%BB%92%E5%BA%97/X3-KcrhOQEmpb4MuSd8EXw,ソナム 中目黒店,2021/7/29,175.0,4.4,3.0,12:00-15:00,22.0,0.346574864,99.0,19.0,1966.0
315,東京都,千代田区,猿楽町,最も人気の料理,316.0,https://www.ubereats.com/jp/store/%E5%AE%85%E9%85%8D%E3%81%A8%E3%82%93%E3%81%8B%E3%81%A4-%E3%81%8B%E3%81%95%E3%81%AD%E3%82%84-%E5%8D%97%E9%9D%92%E5%B1%B1%E5%BA%97/E2g4ahQSRBylEmMKY4Tisg,宅配とんかつ かさねや 南青山店,2021/7/29,69.0,4.6,3.0,11:00-20:00,25.0,0.041788636,67.0,13.0,1323.0
316,東京都,千代田区,猿楽町,最も人気の料理,317.0,https://www.ubereats.com/jp/store/%E3%81%84%E3%81%97%E3%81%8B%E3%81%BE%E3%82%84-%E3%82%B3%E3%82%AF-%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC-ishigamaya-goku-burger/irVtmjfqTHqCEY80m5PPeg,いしがまや ゴク バーガー ISHIGAMAYA GOKU BURGER,2021/7/29,59.0,4.5,5.0,12:00-23:00,21.0,0.399051261,49.0,24.0,1746.0
317,東京都,千代田区,猿楽町,最も人気の料理,318.0,https://www.ubereats.com/jp/store/%E3%83%92%E3%82%B9%E3%83%88%E3%83%AD-%E3%82%A2%E3%83%B3%E3%83%86%E3%82%A3-bistro-andy/_FRghnihRRK_TfCmKWlvhQ,ビストロ アンディ Bistro Andy,2021/7/29,37.0,4.0,1.0,12:00-15:00,9.0,0.57606217,61.0,5.0,1063.0
318,東京都,千代田区,猿楽町,最も人気の料理,319.0,https://www.ubereats.com/jp/store/%E3%81%86%E3%81%97%E3%81%93%E3%82%8D%E3%83%8F%E3%83%B3%E3%83%92%E3%83%BC%E3%83%8A-%E4%B8%AD%E7%9B%AE%E9%BB%92%E5%BA%97-ushigoro-bambina-nakameguro/Ib0492hpQiGBELRjLI7efg,うしごろバンビーナ 中目黒店 USHIGORO Bambina Nakameguro,2021/7/29,194.0,4.7,2.0,11:00-20:00,12.0,0.870412782,35.0,19.0,1505.0
319,東京都,千代田区,猿楽町,最も人気の料理,320.0,https://www.ubereats.com/jp/store/%E3%82%A2%E3%82%A6%E3%83%88%E3%83%8F%E3%83%83%E3%82%AF%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AD%E3%83%8F%E3%82%A6%E3%82%B9%E6%B8%8B%E8%B0%B7%E5%BA%97-outback-steakhouse-shibuya/AsdpBeLPTtmNPjEQMMPeug,アウトバックステーキハウス渋谷店 Outback Steakhouse Shibuya,2021/7/29,94.0,4.8,3.0,12:00-23:00,4.0,0.895488935,19.0,17.0,1791.0
320,東京都,千代田区,猿楽町,最も人気の料理,321.0,https://www.ubereats.com/jp/store/%E7%84%BC%E8%82%89%E3%83%88%E3%83%A9%E3%82%B7-%E8%A5%BF%E9%BA%BB%E5%B8%83%E5%BA%97/z8w7BViaTMaXKW1qi66beQ,焼肉トラジ 西麻布店,2021/7/29,117.0,4.4,3.0,12:00-15:00,22.0,0.266598455,16.0,19.0,1884.0
321,東京都,千代田区,猿楽町,最も人気の料理,322.0,https://www.ubereats.com/jp/store/%E8%96%AC%E8%86%B3%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-10zen-%E9%9D%92%E5%B1%B1/HO0LJFoySkurwYzrt1OG8w,薬膳レストラン 10ZEN 青山,2021/7/29,156.0,4.6,4.0,11:00-20:00,9.0,0.638242723,32.0,17.0,1222.0
322,東京都,千代田区,猿楽町,最も人気の料理,323.0,https://www.ubereats.com/jp/store/%E6%AF%9B%E5%88%A9-salvatore-cuomo-mohri-salvatore-cuomo/jTKtEia5TruUGFhFJMRUHg,毛利 Salvatore Cuomo Mohri Salvatore Cuomo,2021/7/29,38.0,4.5,4.0,12:00-23:00,12.0,0.917845076,27.0,23.0,1959.0
323,東京都,千代田区,猿楽町,最も人気の料理,324.0,https://www.ubereats.com/jp/store/%E3%83%95%E3%83%AB%E3%83%BC%E3%83%84%E3%83%9B%E3%83%83%E3%82%AF%E3%82%B9-%E4%BB%A3%E5%AE%98%E5%B1%B1-fruits-box-daikanyama/w_IvWHqnQWqfwpfYsxX3Ag,フルーツボックス 代官山 Fruits BOX DAIKANYAMA,2021/7/29,68.0,4.0,1.0,12:00-15:00,29.0,0.893581926,40.0,16.0,1667.0
324,東京都,千代田区,猿楽町,最も人気の料理,325.0,https://www.ubereats.com/jp/store/%E5%A4%A7%E9%98%AA%E7%8E%8B%E5%B0%86-%E4%B8%8B%E9%A6%AC%E5%BA%97-osaka-oshou-shimouma/IogdyHOtTrOoMmr8Oh6h6A,大阪王将 下馬店 Osaka Oshou Shimouma,2021/7/29,76.0,4.7,3.0,11:00-20:00,17.0,0.702540521,0.0,25.0,1550.0
325,東京都,千代田区,猿楽町,最も人気の料理,326.0,https://www.ubereats.com/jp/store/%E9%87%91%E3%81%AE%E3%81%A8%E3%82%8A%E3%81%8B%E3%82%89-%E6%B8%8B%E8%B0%B7%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E8%A1%97%E5%BA%97-kinnotorikara-shibuya/nPPefa_dSEOdB68BgkatbQ,金のとりから 渋谷センター街店 KINNOTORIKARA SHIBUYA,2021/7/29,35.0,4.8,2.0,12:00-23:00,14.0,0.140536929,37.0,23.0,1898.0
326,東京都,千代田区,猿楽町,最も人気の料理,327.0,https://www.ubereats.com/jp/store/%E4%BF%BA%E6%B5%81%E5%A1%A9%E3%82%89%E3%83%BC%E3%82%81%E3%82%93-%E5%8E%9F%E5%AE%BF%E9%A7%85%E5%89%8D%E5%BA%97-oreryu-shio-ramen-harajuku-store/HtUX8BmGSUi7bl9g7wc_oQ,俺流塩らーめん 原宿駅前店 oreryu shio ramen harajuku store,2021/7/29,172.0,4.4,2.0,12:00-15:00,6.0,0.716184631,76.0,21.0,1355.0
327,東京都,千代田区,猿楽町,最も人気の料理,328.0,https://www.ubereats.com/jp/store/%E3%81%A8%E3%82%93%E3%81%8B%E3%81%A4%E3%81%A8%E8%B1%9A%E8%82%89%E6%96%99%E7%90%86-%E5%B9%B3%E7%94%B0%E7%89%A7%E5%A0%B4-%E6%9D%B1%E4%BA%AC%E3%83%9F%E3%83%83%E3%83%88%E3%82%BF%E3%82%A6%E3%83%B3%E5%BA%97-hiratabokujyo-tokyo-midtown/12q9pQl3QkmPtZy7VFngRQ,とんかつと豚肉料理 平田牧場 東京ミッドタウン店 HIRATABOKUJYO TOKYO MIDTOWN,2021/7/29,143.0,4.6,2.0,11:00-20:00,21.0,0.394708983,6.0,19.0,1066.0
328,東京都,千代田区,猿楽町,最も人気の料理,329.0,https://www.ubereats.com/jp/store/tsunamiebisutokyo/Sj1rm-tDQ_WG_4H7gkKnww,Tsunami.EbisuTokyo,2021/7/29,57.0,4.5,1.0,12:00-23:00,30.0,0.578082989,53.0,15.0,1266.0
329,東京都,千代田区,猿楽町,最も人気の料理,330.0,https://www.ubereats.com/jp/store/%E9%A0%91%E5%9B%BA%E8%9B%B8-%E7%9B%AE%E9%BB%92%E6%9C%AC%E5%BA%97-gankotako-meguro/GvuLg18kRQKc1D0kMUvGcw,頑固蛸 目黒本店 Gankotako Meguro,2021/7/29,83.0,4.0,2.0,12:00-15:00,30.0,0.742065517,73.0,15.0,1460.0
330,東京都,千代田区,猿楽町,最も人気の料理,331.0,https://www.ubereats.com/jp/store/%E3%83%95%E3%83%BC%E3%83%A9%E3%83%B3%E3%82%B7%E3%82%A7%E3%83%AA%E3%83%BC-%E3%83%95%E3%83%AB%E3%83%86%E3%82%A3%E3%82%AB%E3%83%A9-%E5%BA%83%E5%B0%BE%E6%9C%AC%E5%BA%97-boulangerie-burdigala-hiroo-honten/-1O96KAJTtejGFxFWECBQA,ブーランジェリー ブルディガラ 広尾本店 BOULANGERIE BURDIGALA HIROO HONTEN,2021/7/29,161.0,4.7,5.0,11:00-20:00,20.0,0.567447948,85.0,20.0,1387.0
331,東京都,千代田区,猿楽町,最も人気の料理,332.0,https://www.ubereats.com/jp/store/%E3%83%95%E3%83%A9%E3%83%83%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%95%E3%83%A9%E3%82%A6%E3%83%B3-brasserie-brownwith-virgin-oyster-house/s-anqSCsQ3axNq2fSIohCg,ブラッスリーブラウン Brasserie Brown.with Virgin Oyster House,2021/7/29,150.0,4.8,2.0,12:00-23:00,4.0,0.71103541,95.0,29.0,1519.0
332,東京都,千代田区,猿楽町,最も人気の料理,333.0,https://www.ubereats.com/jp/store/%E3%83%AF%E3%83%B3%E3%82%B5%E3%82%BF%E3%82%A4%E3%83%8A%E3%83%BC-one-the-diner/UOrtImXaTzGVz3SmPqA5xQ,ワンザダイナー One The Diner,2021/7/29,90.0,4.4,5.0,12:00-15:00,25.0,0.776805454,74.0,17.0,1396.0
333,東京都,千代田区,猿楽町,最も人気の料理,334.0,https://www.ubereats.com/jp/store/%E5%9C%B0%E7%84%BC%E3%81%8D%E9%B0%BB-%E3%81%AB%E3%82%87%E3%82%8D%E5%8A%A9-%E8%A5%BF%E9%BA%BB%E5%B8%83/rht2jpnmQYGTe_qnUmV2zw,地焼き鰻 にょろ助 西麻布,2021/7/29,52.0,4.6,2.0,11:00-20:00,2.0,0.008681161,17.0,23.0,1612.0
334,東京都,千代田区,猿楽町,最も人気の料理,335.0,https://www.ubereats.com/jp/store/%E3%83%A9%E3%82%B9%E3%83%86%E3%82%A4%E3%82%AF%E3%82%B9-modern-chop-house-rusteaks/C7740cYASV6B2kgP23ztvQ,ラステイクス Modern Chop House Rusteaks,2021/7/29,50.0,4.5,2.0,12:00-23:00,17.0,0.871673801,55.0,11.0,1496.0
335,東京都,千代田区,猿楽町,最も人気の料理,336.0,https://www.ubereats.com/jp/store/%E5%8F%B0%E6%B9%BE%E5%BC%8F%E8%96%AC%E8%86%B3%E7%B2%A5-shomon-%E4%B8%AD%E7%9B%AE%E9%BB%92%E5%BA%97-taiwanshiki-yakuzengayu-shomon-nakmeguroten/6ZsyrFBTS8aZNxIkLaxk8g,台湾式薬膳粥 SHOMON 中目黒店 Taiwanshiki Yakuzengayu Shomon Nakmeguroten,2021/7/29,108.0,4.0,1.0,12:00-15:00,12.0,0.581380997,61.0,16.0,1347.0
336,東京都,千代田区,猿楽町,最も人気の料理,337.0,https://www.ubereats.com/jp/store/%E6%B5%B7%E9%AE%AE%E4%B8%89%E5%B4%8E%E6%B8%AF-%E5%8E%9F%E5%AE%BF%E7%AB%B9%E4%B8%8B%E9%80%9A%E3%82%8A-kaisenmisakikou-harajukutakesitadoori/vvYgEA1gSwSWwAGmpAG88A,海鮮三崎港 原宿竹下通り kaisenmisakikou Harajukutakesitadoori,2021/7/29,69.0,4.7,3.0,11:00-20:00,9.0,0.85178035,52.0,5.0,1040.0
337,東京都,千代田区,猿楽町,最も人気の料理,338.0,https://www.ubereats.com/jp/store/%E3%83%9B%E3%83%95%E3%82%B3%E3%83%95%E3%83%AA%E3%83%B3-%E5%85%AD%E6%9C%AC%E6%9C%A8%E5%BA%97-hobgoblin-roppongi/8qmv0-l2SoWzIG0Ua-VpBA,ホブゴブリン 六本木店 HOBGOBLIN ROPPONGI,2021/7/29,195.0,4.8,2.0,12:00-23:00,5.0,0.327603519,40.0,9.0,1220.0
338,東京都,千代田区,猿楽町,最も人気の料理,339.0,https://www.ubereats.com/jp/store/%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%AF-%E6%96%B0%E5%AE%BF%E5%B0%8F%E6%BB%9D%E6%A9%8B%E5%BA%97-burger-king-shinjuku-otakibashi/CeE7Kgm_S5yDbroLZsQIlw,バーガーキング 新宿小滝橋店 Burger King SHINJUKU OTAKIBASHI,2021/7/29,175.0,4.4,2.0,12:00-15:00,16.0,0.438222303,2.0,7.0,1567.0
339,東京都,千代田区,猿楽町,最も人気の料理,340.0,https://www.ubereats.com/jp/store/%E5%AF%BF%E5%8F%B8-%E9%AB%98%E7%80%AC-sushi-takase/R230V_O3SHe4JBmgZ-T57w,寿司 高瀬 SUSHI TAKASE,2021/7/29,75.0,4.6,2.0,11:00-20:00,3.0,0.692353656,24.0,5.0,1626.0
340,東京都,千代田区,猿楽町,最も人気の料理,341.0,https://www.ubereats.com/jp/store/%E3%81%99%E3%81%97%E4%B8%89%E5%B4%8E%E4%B8%B8-%E5%BA%83%E5%B0%BE-sushimisakimaru-hiroo/hAFYKScQTie0W9q_T0a-CQ,すし三崎丸 広尾 Sushimisakimaru Hiroo,2021/7/29,35.0,4.5,3.0,12:00-23:00,13.0,0.737673061,91.0,26.0,1022.0
341,東京都,千代田区,猿楽町,最も人気の料理,342.0,https://www.ubereats.com/jp/store/%E3%83%92%E3%82%B5%E3%82%B9%E3%83%A9%E3%82%A4%E3%82%B9-%E4%BB%A3%E5%AE%98%E5%B1%B1%E5%BA%97-pizza-slice-daikanyama/Uq8opR9sTAeIes1XtWZK2w,ピザスライス 代官山店 PIZZA SLICE Daikanyama,2021/7/29,161.0,4.0,2.0,12:00-15:00,20.0,0.809890166,29.0,9.0,1746.0
342,東京都,千代田区,猿楽町,最も人気の料理,343.0,https://www.ubereats.com/jp/store/%E8%BE%9B%E9%BA%BA%E5%B1%8B%E4%B8%80%E8%BC%AA%E7%9B%AE%E9%BB%92%E5%BA%97-karamenya-ichirin-meguroten/8gEAd1LTTyiEMus6u7W62w,辛麺屋一輪目黒店 KARAMENYA ICHIRIN MEGUROTEN,2021/7/29,31.0,4.7,2.0,11:00-20:00,15.0,0.080519115,7.0,28.0,1819.0
343,東京都,千代田区,猿楽町,最も人気の料理,344.0,https://www.ubereats.com/jp/store/%E9%BB%9E%E5%BF%83%E9%A3%B2%E8%8C%B6%E9%85%92%E9%A4%A8-%E7%A5%A5%E9%96%80-shomon/VpuSi8qZSDq6fLrCvoXj_A,點心飲茶酒館 祥門 SHOMON,2021/7/29,185.0,4.8,1.0,12:00-23:00,16.0,0.57964607,7.0,24.0,1851.0
344,東京都,千代田区,猿楽町,最も人気の料理,345.0,https://www.ubereats.com/jp/store/ko-so-cafe/9uB744nhSzuqEY4P2DqxVw,KO-SO CAFE,2021/7/29,42.0,4.4,2.0,12:00-15:00,23.0,0.729837945,74.0,5.0,1245.0
345,東京都,千代田区,猿楽町,最も人気の料理,346.0,https://www.ubereats.com/jp/store/%E6%9E%97%E5%B1%8B%E8%8C%B6%E5%9C%92-%E7%9B%AE%E9%BB%92%E5%BA%97-hayashiyachaen-meguro/6ZMJyVjrTTC3unqvum8z0w,林屋茶園 目黒店 Hayashiyachaen Meguro,2021/7/29,133.0,4.6,4.0,11:00-20:00,16.0,0.178219448,42.0,11.0,1393.0
346,東京都,千代田区,猿楽町,最も人気の料理,347.0,https://www.ubereats.com/jp/store/%E3%82%AB%E3%82%B5%E3%83%86%E3%82%B5%E3%83%A9%E3%82%B5-casa-de-sarasa/Jhj7J7dQRa-_KfV9GcdhMA,カサデサラサ Casa De Sarasa,2021/7/29,52.0,4.5,1.0,12:00-23:00,25.0,0.005544974,85.0,14.0,1345.0
347,東京都,千代田区,猿楽町,最も人気の料理,348.0,https://www.ubereats.com/jp/store/%E3%82%AF%E3%83%AC-%E3%83%95-%E3%82%A2%E3%83%AA%E3%82%B5-%E7%A5%90%E5%A4%A9%E5%AF%BA%E5%BA%97-crepes-arisa-yutenji/YvZN7RtbSkahycbvDui-Bg,クレ−プ アリサ 祐天寺店 Crepes Arisa Yutenji,2021/7/29,74.0,4.0,5.0,12:00-15:00,25.0,0.829814221,2.0,30.0,1339.0
348,東京都,千代田区,猿楽町,最も人気の料理,349.0,https://www.ubereats.com/jp/store/%E5%8D%9A%E5%A4%9A%E3%81%86%E3%81%A8%E3%82%93%E9%85%92%E5%A0%B4%E3%82%A4%E3%83%81%E3%82%AB%E3%83%8F%E3%83%81%E3%82%AB-%E6%81%B5%E6%AF%94%E5%AF%BF%E5%BA%97-ichikabachika-ebisu/xMzH82inRcSumI4baL63CA,博多うどん酒場イチカバチカ 恵比寿店 Ichikabachika Ebisu,2021/7/29,168.0,4.7,2.0,11:00-20:00,13.0,0.647835349,10.0,6.0,1067.0
349,東京都,千代田区,猿楽町,最も人気の料理,350.0,https://www.ubereats.com/jp/store/%E3%83%88%E3%83%A9%E3%83%83%E3%83%88%E3%83%AA%E3%82%A2-%E3%83%86%E3%83%83%E3%83%A9-%E3%83%A9%E3%83%B3%E3%83%86%E3%83%AB%E3%83%8A-%E3%83%9E%E3%82%B7%E3%82%AB-trattoria-della-lanterna-magica/n7oT0qIvSoKiAbGwgonzuA,トラットリア デッラ ランテルナ マジカ TRATTORIA della Lanterna Magica,2021/7/29,53.0,4.8,1.0,12:00-23:00,10.0,0.612030115,47.0,14.0,1985.0
